date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean,r_var,g_var,b_var
"2025-01-11,13:51:59",[  191] ,[ 1132] *,[  643] ,[ 1302] *,[ 1394] *,[  841] ,[  558] ,[  353] ,[ 2212] **,[  107] ,20250111_135159_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135159_foto_normalized.npy,0.10614,0.10681,0.10775,0.0678,0.06821,0.06947
"2025-01-11,13:52:10",[  191] ,[ 1130] *,[  642] ,[ 1300] *,[ 1391] *,[  839] ,[  557] ,[  353] ,[ 2207] **,[  107] ,20250111_135210_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135210_foto_normalized.npy,0.10682,0.10676,0.10793,0.06836,0.06776,0.06894
"2025-01-11,13:52:22",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1393] *,[  840] ,[  558] ,[  353] ,[ 2213] **,[  107] ,20250111_135222_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135222_foto_normalized.npy,0.10615,0.10639,0.10697,0.06758,0.06731,0.06805
"2025-01-11,13:52:34",[  192] ,[ 1134] *,[  643] ,[ 1302] *,[ 1394] *,[  841] ,[  559] ,[  354] ,[ 2213] **,[  107] ,20250111_135234_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135234_foto_normalized.npy,0.1041,0.10098,0.10232,0.06492,0.0607,0.06239
"2025-01-11,13:52:46",[  191] ,[ 1132] *,[  643] ,[ 1300] *,[ 1392] *,[  840] ,[  558] ,[  353] ,[ 2211] **,[  107] ,20250111_135246_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135246_foto_normalized.npy,0.10642,0.10566,0.10698,0.06811,0.06686,0.06849
"2025-01-11,13:52:59",[  191] ,[ 1133] *,[  643] ,[ 1302] *,[ 1393] *,[  841] ,[  559] ,[  354] ,[ 2214] **,[  107] ,20250111_135259_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135259_foto_normalized.npy,0.10725,0.10722,0.10712,0.0689,0.06818,0.06835
"2025-01-11,13:53:11",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1393] *,[  840] ,[  558] ,[  354] ,[ 2210] **,[  107] ,20250111_135311_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135311_foto_normalized.npy,0.1068,0.10606,0.10734,0.06839,0.06708,0.06845
"2025-01-11,13:53:29",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1393] *,[  840] ,[  558] ,[  353] ,[ 2210] **,[  107] ,20250111_135329_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135329_foto_normalized.npy,0.1067,0.10689,0.10724,0.06826,0.06779,0.06837
"2025-01-11,13:53:41",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1393] *,[  841] ,[  558] ,[  353] ,[ 2214] **,[  107] ,20250111_135341_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135341_foto_normalized.npy,0.10665,0.10584,0.10629,0.06839,0.06683,0.06761
"2025-01-11,13:53:53",[  191] ,[ 1131] *,[  642] ,[ 1302] *,[ 1392] *,[  839] ,[  557] ,[  353] ,[ 2210] **,[  107] ,20250111_135353_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135353_foto_normalized.npy,0.1053,0.10427,0.10626,0.06721,0.0657,0.06793
"2025-01-11,13:54:05",[  191] ,[ 1133] *,[  644] ,[ 1303] *,[ 1394] *,[  842] ,[  558] ,[  353] ,[ 2216] **,[  107] ,20250111_135405_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135405_foto_normalized.npy,0.10616,0.1063,0.10679,0.06781,0.06736,0.06827
"2025-01-11,13:54:19",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1393] *,[  841] ,[  558] ,[  353] ,[ 2212] **,[  107] ,20250111_135419_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135419_foto_normalized.npy,0.10659,0.10686,0.10661,0.06819,0.06785,0.06771
"2025-01-11,13:54:32",[  191] ,[ 1131] *,[  643] ,[ 1301] *,[ 1392] *,[  840] ,[  558] ,[  353] ,[ 2211] **,[  107] ,20250111_135432_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135432_foto_normalized.npy,0.107,0.10614,0.10785,0.06851,0.0669,0.069
"2025-01-11,13:54:51",[  192] ,[ 1133] *,[  643] ,[ 1302] *,[ 1393] *,[  840] ,[  559] ,[  354] ,[ 2214] **,[  107] ,20250111_135451_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135451_foto_normalized.npy,0.10651,0.10708,0.10789,0.06785,0.06796,0.06893
"2025-01-11,13:55:07",[  191] ,[ 1131] *,[  643] ,[ 1301] *,[ 1392] *,[  840] ,[  558] ,[  353] ,[ 2209] **,[  107] ,20250111_135507_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135507_foto_normalized.npy,0.10624,0.10664,0.1055,0.06763,0.06746,0.06634
"2025-01-11,13:55:19",[  191] ,[ 1132] *,[  643] ,[ 1301] *,[ 1392] *,[  840] ,[  558] ,[  354] ,[ 2211] **,[  107] ,20250111_135519_foto.jpg,sesquicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/sesquicarbonato//numpy_files/20250111_135519_foto_normalized.npy,0.10645,0.10591,0.10696,0.06803,0.0668,0.06808
